,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,top_tier_volume_quote,top_tier_volume_base,top_tier_volume_total,cccagg_volume_quote,cccagg_volume_base,cccagg_volume_total,total_volume_quote,total_volume_base,total_volume_total,volume
231,1533168000,7713.32,7470.86,7610.9,55711.79,424093581.76,7542.34,direct,,1021209228.48,1081561675.53,2102770904.01,1770413996.16,2168997023.77,3939411019.93,3537955642.99,6309859419.7,9847815062.68,6748526892.04
232,1533254400,7542.49,7296.76,7542.34,79126.57,586982505.83,7417.6,direct,,1140762569.41,1374433139.78,2515195709.18,1878934602.11,2339686392.06,4218620994.18,3754764493.57,6683199594.37,10437964087.94,7426816145.47
233,1533340800,7490.89,6940.15,7417.6,74300.44,534002935.97,7017.89,direct,,973983688.5,1179520422.59,2153504111.09,1607437668.92,2020891815.92,3628329484.84,3209095614.17,6239605718.28,9448701332.45,6171684894.57
234,1533427200,7092.53,6898.31,7017.89,52556.01,368914046.39,7042.39,direct,,889414983.01,941571134.62,1830986117.63,1535676662.25,1826307153.71,3361983745.53,3062841469.39,5679934018.65,8742775488.04,5815997430.16
235,1533513600,7160.4,6854.79,7042.57,58545.04,410408444.75,6945.78,direct,,961460428.07,981854349.48,1943314847.0,1649976498.58,1816409889.78,3466386388.35,3299371565.91,5956395035.85,9255766601.76,6174177050.52
236,1533600000,7150.86,6685.02,6945.77,82683.83,575690006.27,6723.21,direct,,1455519700.21,1300556298.46,2756075998.67,2166417403.48,2504098895.28,4670516298.76,4330546831.37,7247835253.79,11578382085.16,8157462102.79
237,1533686400,6723.99,6133.03,6723.29,130417.52,838853615.89,6285.02,direct,,1314814619.56,1850642994.06,3165457613.62,1966905682.33,2857865152.36,4824770834.69,3935137252.47,8829740253.03,12764877505.51,8515857492.35
238,1533772800,6631.23,6195.02,6285.06,89588.13,575748446.38,6543.24,direct,,1130978946.25,1577978423.88,2708957370.13,1914515578.15,2636728375.88,4551243954.03,3812328685.59,7861670405.53,11673999091.11,7591357317.87
239,1533859200,6582.14,6025.91,6543.25,100856.92,639457019.98,6153.41,direct,,970963116.57,1818402988.48,2789366105.05,1729742503.5,2884948745.53,4614691249.04,3419023321.08,8432880369.55,11851903690.63,7625281304.5
240,1533945600,6488.55,6014.26,6152.95,87651.14,545722619.11,6242.54,direct,,947736242.69,1397245130.21,2344981372.89,1702102505.1,2391917845.07,4094020350.17,3361853995.78,6889396489.43,10251250485.21,6951383787.97
241,1534032000,6483.39,6176.89,6242.53,57916.23,366460108.69,6322.92,direct,,783042110.2,1108879565.83,1891921676.03,1482690216.86,1897019087.68,3379709241.31,2947258123.01,6024908513.94,8972166636.95,5733063518.83
242,1534118400,6545.02,6157.03,6322.41,71073.56,452431672.68,6263.2,direct,,764908018.52,1258853344.93,2023761363.45,1493523235.69,2109800695.54,3603323931.23,2972051556.36,6331682016.7,9303733573.06,6170113878.95
243,1534204800,6266.5,5891.87,6263.2,125196.64,759847789.73,6199.6,direct,,842835682.0,1838185057.76,2681020739.76,1509216674.9,2720466190.73,4229682865.63,3004006570.62,8295324253.26,11299330823.88,7059350732.63
244,1534291200,6620.07,6193.63,6199.63,132926.33,852103141.83,6274.22,direct,,794378805.97,1727877021.37,2522255827.34,1457746377.03,2761331278.65,4219077655.68,2911405413.45,8850067516.67,11761472930.11,6953811386.39
245,1534377600,6478.07,6217.33,6274.22,71357.92,454679037.36,6323.81,direct,,996008991.57,1091631828.49,2087640820.06,1628684428.17,1981777774.37,3610462202.54,3264793009.27,6659051736.48,9923844682.52,5875287578.42
246,1534464000,6594.72,6300.45,6323.81,73383.05,477089455.56,6591.16,direct,,1267969000.25,1179442866.64,2447411866.89,1971193108.88,2165701140.59,4136894249.47,3963172693.14,7035453683.61,10998626310.84,7230199985.76
247,1534550400,6622.16,6322.44,6591.18,52093.8,336744293.81,6405.71,direct,,823594818.01,919364922.73,1742959804.79,1465909196.04,1760848582.71,3226757778.75,2937740022.57,5692841914.94,8630581937.52,5966613953.2
248,1534636800,6560.88,6330.56,6405.74,39452.94,253984821.8,6502.18,direct,,617892737.24,774526612.22,1392419349.46,1202084090.34,1460324671.22,2662408761.56,2385588526.44,4893281881.24,7278870407.68,4964723348.57
249,1534723200,6537.54,6248.39,6502.24,61983.28,397981291.82,6269.9,direct,,674188490.52,1015542599.89,1689731090.41,1273034790.39,1626910140.86,2899944931.25,2533503447.2,5336787524.61,7870290909.12,5117498211.01
250,1534809600,6506.69,6259.81,6270.09,61753.86,396746063.37,6491.11,direct,,585301830.83,970237376.41,1555539207.24,1195085207.59,1614992841.6,2810078049.19,2353560684.6,5465428028.59,7818988713.19,4774035236.27
251,1534896000,6890.79,6264.34,6491.09,116096.61,764005011.18,6366.13,direct,,677640097.74,1600752884.39,2278392982.12,1308298410.72,2439524888.99,3747823299.71,2599059724.82,7752056999.94,10351116724.76,6253353115.79
252,1534982400,6575.28,6356.96,6366.14,52740.3,340811486.77,6538.95,direct,,576667973.43,866296377.99,1442964351.41,1161936954.73,1574559150.81,2736496040.16,2300482319.8,5121178915.15,7421661300.34,4652074642.15
253,1535068800,6736.83,6481.76,6539.13,58037.12,382456858.97,6708.96,direct,,775753153.6,984948858.2,1760702011.8,1434315468.63,1846395155.35,3280710623.98,2889337203.04,5885992070.77,8775329340.9,5469631463.76
254,1535155200,6808.89,6684.19,6708.94,38189.09,258296664.16,6749.56,direct,,625177792.51,786842781.16,1412020573.68,1231536731.82,1334555198.6,2566091930.42,2438539690.48,4933326636.73,7371866327.2,4548337943.92
255,1535241600,6793.17,6588.48,6749.71,39682.91,265820591.17,6720.6,direct,,724160846.65,675021835.63,1399182682.27,1437459993.98,1378232421.48,2815692415.46,2875793061.11,4890186994.46,7765979988.37,4905229444.61
256,1535328000,6944.21,6674.84,6720.6,59984.28,405769271.5,6915.73,direct,,939950543.91,1014724523.18,1954675067.09,1703241254.62,1734057954.97,3437299278.76,3410117762.72,5540025256.32,8950143019.04,5926986906.23
257,1535414400,7136.71,6877.2,6915.92,69448.01,487789642.0,7091.38,direct,,998381207.44,1311805878.85,2310187086.29,1791382647.37,2098962887.04,3890345534.42,3586700159.68,7084569722.3,10671269811.07,6720753988.27
258,1535500800,7137.47,6944.76,7091.38,50361.95,356139022.3,7052.0,direct,,913463472.08,1053425926.48,1966889398.56,1660930621.36,1920737584.56,3581668205.92,3325226950.76,6310798764.28,9636025715.04,6474306436.28
259,1535587200,7072.64,6818.69,7051.61,61266.88,425475685.56,6998.76,direct,,841747933.95,1160801315.91,2002549179.87,1633950596.04,2137768092.56,3771718688.6,3257773356.47,7402435599.08,10660208955.56,6504830211.64
260,1535673600,7096.73,6903.08,6998.76,49774.38,349131152.81,7026.96,direct,,892038280.44,1062091766.48,1954130046.91,1675125583.89,1950417703.95,3625543287.84,3331611523.95,6978728070.87,10310339594.82,6199457249.94
261,1535760000,7272.03,7025.58,7026.96,41873.76,300301833.39,7203.46,direct,,1067486212.03,964989044.1,2032475256.13,1733905237.57,1813583573.05,3547488810.62,3414645338.61,5204609528758868.0,5204612943404207.0,6452227796.59
262,1535846400,7384.38,7144.71,7203.46,61424.38,447453370.83,7301.26,direct,,923383489.02,1185953664.53,2109337080.53,1616932001.73,1983944584.18,3600876585.91,3183980626.94,7484161600.87,10668142300.82,6287456392.92
263,1535932800,7350.58,7204.89,7301.25,42451.23,309327793.27,7270.05,direct,,923658325.79,924556758.57,1848215084.36,1624318482.1,1773786348.07,3398104830.17,3230297972.28,6424057254.86,9654355154.43,6004792889.75
264,1536019200,7417.65,7246.76,7270.05,46681.9,343762001.58,7369.86,direct,,957547190.36,981029701.58,1938576891.93,1589039614.04,1697980147.58,3287019687.92,3162502660.48,6389927596.88,9552430257.36,6105126211.15
265,1536105600,7401.43,6694.06,7369.89,113370.51,797851163.66,6705.03,direct,,1198670483.3,1590289226.06,2788959709.36,1845009896.19,2435545959.35,4280555855.54,4516058769.84,8541062330.37,13057121100.21,7840652482.76
266,1536192000,6727.19,6295.11,6705.06,127586.04,823309044.3,6515.42,direct,,949031255.79,1689065234.15,2638096489.94,1642086254.32,2625880598.67,4267966852.99,3252245386.94,9197633050.3,12449878437.24,7300070336.59
267,1536278400,6549.39,6345.48,6515.42,53170.79,344487244.01,6411.78,direct,,767082982.09,980698613.98,1747781596.07,1409809811.66,1759290164.11,3169100039.89,2798034365.96,6313130981.75,9111165347.71,5656615362.81
268,1536364800,6480.57,6134.76,6413.12,49719.12,317380272.09,6200.16,direct,,682352470.64,848471931.48,1530824340.12,1338048965.4,1527360372.73,2865409338.14,2648133659.17,5352602840.12,8000736499.29,5087594485.37
269,1536451200,6451.25,6161.83,6200.23,38701.0,244400344.41,6249.07,direct,,650539747.78,772559588.53,1423099336.3,1258646747.99,1453801517.14,2712448265.13,2500273778.89,4818995139.31,7319268980.69,5024580856.1
270,1536537600,6371.42,6247.64,6249.07,50695.88,320435279.61,6324.43,direct,,693726789.94,782153452.34,1475880242.29,1303712181.72,1520090284.78,2823802529.75,2573910513.19,5270878117.15,7844788630.35,5013298819.18
271,1536624000,6415.51,6199.19,6324.43,51401.22,324512939.85,6295.54,direct,,737549518.87,842224895.85,1579774477.67,1319363179.94,1491259185.27,2810622365.21,2615085662.85,5109655110.96,7724740773.81,5108568185.98
272,1536710400,6357.89,6208.28,6295.54,52814.83,332537236.17,6337.11,direct,,798702158.2,783332575.2,1582034733.4,1444341563.72,1471461986.42,2915803550.14,2863194130.34,5174152850.25,8037346917.22,5392465909.52
273,1536796800,6534.89,6337.08,6337.08,65684.53,425090869.76,6492.0,direct,,876927674.4,971312330.52,1848239940.0,1521708050.64,1793587102.92,3315295153.56,3002375559.96,6406599752.52,9408975312.48,6284579041.92
274,1536883200,6591.59,6393.84,6492.17,58029.07,377989402.01,6486.01,direct,,792102025.45,855960620.64,1648062646.09,1455130246.65,1544350567.87,2999480814.52,2891685922.72,5848196920.99,8739882908.58,5844013833.7
275,1536969600,6573.19,6473.47,6485.39,31894.67,208349557.0,6522.08,direct,,666519139.26,539728990.97,1206248130.23,1254554372.3,1099182121.5,2353736559.01,2498546627.36,4047128497.12,6545675124.48,4575028456.82
276,1537056000,6525.05,6404.31,6522.68,30897.54,200545603.1,6502.44,direct,,693271360.75,519467446.92,1212738807.66,1253324047.02,1068779467.82,2322103514.84,2495009831.86,3736118265.05,6231128096.9,4316677761.37
277,1537142400,6538.82,6216.83,6502.44,62738.57,399675966.34,6261.48,direct,,872185029.75,929002074.96,1801187042.09,1463684128.33,1534017517.34,2997701645.68,2924688343.23,5836045995.53,8760734338.76,5737803436.95
278,1537228800,6393.39,6238.25,6261.33,55076.95,348485895.37,6346.44,direct,,821601491.24,813080062.79,1634681554.03,1438576431.1,1423625614.68,2862201982.32,2884511686.31,4786332162.26,7670843848.57,5482640838.81
279,1537315200,6522.9,6131.02,6346.44,71293.01,452379323.08,6398.8,direct,,730637699.74,1034429816.04,1765067515.78,1401331761.02,1603510677.36,3004842438.38,2796418485.2,5766864686.09,8563283171.3,5428963830.38
280,1537401600,6551.93,6361.33,6398.83,46802.06,301619960.91,6505.9,direct,,958562195.48,788226738.51,1746788934.0,1781312882.7,1309653674.51,3090966557.21,3546187242.81,4553880108.38,8100067351.19,5976317723.17
281,1537488000,6785.22,6501.01,6505.97,85295.46,569642976.25,6762.06,direct,,1771127478.26,1335822705.82,3106950184.08,2885421582.21,2099322369.84,4984743952.05,5760033335.3,7615723552.03,13375756887.33,10152253808.47
282,1537574400,6834.49,6633.01,6762.07,38829.87,261159308.22,6716.6,direct,,963755665.09,751368646.01,1715124311.1,1999110017.52,1337238790.36,3336348807.88,3988064670.17,5044357620.1,9032422290.28,6710412130.75
283,1537660800,6768.56,6663.9,6716.6,25143.83,169080003.37,6702.7,direct,,944264244.11,609846030.85,1554110341.99,2000813928.36,1219125951.66,3219939880.02,4003387315.46,4023867214.23,8027254529.69,6127955606.89
284,1537747200,6717.6,6557.82,6702.73,48934.13,324660682.66,6583.53,direct,,873064231.47,797521911.49,1670586142.96,1847740376.67,1438891313.32,3286631689.99,3686998204.11,15897576368.25,19584574572.37,6180690514.5
285,1537833600,6583.54,6333.21,6583.53,65381.85,420279170.44,6437.74,direct,,1010186148.03,988448217.64,1998634365.67,1848501955.58,1664117678.58,3512619634.16,3706749555.1,38576842814.13,42283592369.24,6897362962.32
286,1537920000,6543.92,6383.16,6437.74,40752.6,264402806.65,6462.6,direct,,951487628.61,761970720.34,1713458348.95,1708023173.1,1285380054.89,2993403227.99,3467452387.01,5166828019.68,8634280406.69,6240236862.61
287,1538006400,6733.94,6434.76,6462.6,52542.0,345096700.08,6686.13,direct,,948213450.62,895445108.57,1843658492.33,1715926464.22,1450946440.35,3166872904.58,3473796225.44,5534999858.63,9008796017.2,6615589322.66
288,1538092800,6806.1,6545.41,6686.13,74353.41,497340510.07,6635.38,direct,,909269477.94,1079360742.5,1988630220.44,1813649941.54,1749408514.76,3563058522.65,3661444885.02,6682643745.39,10344088630.4,6757547166.16
289,1538179200,6635.42,6474.23,6635.4,37296.34,245055396.51,6603.75,direct,,813166293.94,706797909.68,1519964203.61,1598357451.94,1237298345.21,2835655797.15,3275660555.89,4727350635.41,8003011191.3,5789710294.09
290,1538265600,6741.96,6543.68,6603.75,26335.14,174302164.09,6623.71,direct,,781131802.0,596509795.54,1377641597.54,1580283075.87,1154897821.74,2735180897.61,3217917743.49,4195095199.64,7413012876.89,5838650867.87
291,1538352000,6662.6,6510.54,6623.82,38926.98,256959931.63,6594.98,direct,,817238842.03,669011918.15,1486250694.23,1500674904.74,1147105100.78,2647780005.52,3060019411.06,4269023147.52,7329042558.57,5647426265.71
292,1538438400,6618.95,6478.04,6594.98,40624.2,267166277.79,6525.47,direct,,757295084.28,664428836.79,1421723921.07,1475675919.74,1216514790.54,2692190710.28,2975590110.51,4089052264.38,7064642374.89,5277135516.88
293,1538524800,6537.07,6428.98,6525.46,47186.0,306385346.59,6492.26,direct,,685280830.83,765142575.55,1450423471.31,1367213148.73,1298951254.79,2666164403.52,2766225062.32,4533440113.23,7299665175.55,5412088038.97
294,1538611200,6622.32,6486.86,6492.61,42142.96,277614018.45,6579.79,direct,,667726629.9,633231751.83,1300958381.73,1441810696.1,1165861870.25,2607672566.35,2930037994.36,4523173135.4,7453211129.77,4806307420.91
295,1538697600,6683.55,6546.98,6580.0,39731.28,262562344.98,6632.87,direct,,678517329.77,571768516.94,1250285846.71,1377067850.46,1129693040.28,2506760890.74,2817718724.39,3728815053.89,6546533778.27,4669923992.54
296,1538784000,6637.08,6563.25,6632.88,24787.61,162722103.98,6589.94,direct,,608385171.88,392637192.12,1001022364.0,1267280256.88,898665702.54,2165945959.42,2571032273.1,2854815320.61,5425847527.81,4357941029.08
297,1538870400,6622.49,6535.02,6589.94,27272.67,179378859.39,6601.15,direct,,607817455.14,439091202.99,1046908658.12,1301741499.08,939754368.55,2241495801.62,2644251502.53,2841861548.58,5486113051.11,4288138923.55
298,1538956800,6698.31,6565.01,6601.46,47216.82,313507433.75,6650.07,direct,,708942482.97,838576221.03,1547518704.0,1470714452.04,1545176416.34,3015890868.39,3034362834.33,4645057003.82,7679419904.65,5465138116.66
299,1539043200,6657.0,6589.39,6650.07,32204.25,213976678.23,6631.79,direct,,671639771.36,684929149.03,1356568920.39,1391086856.8,1201609321.53,2592696178.33,2859400775.51,3555824209.28,6415224984.79,4765970833.03
300,1539129600,6633.22,6487.86,6631.79,49264.39,323664963.18,6581.07,direct,,727552095.91,825263479.76,1552815575.67,1500399656.49,1431373906.37,2931773562.86,3054194956.05,4778807192.32,7833002214.18,61188544451.89
301,1539216000,6581.59,6171.95,6581.07,104258.49,654924117.8,6209.47,direct,,1044912100.89,1443875453.88,2488787616.87,1817744537.84,2344576960.65,4162321436.4,3942752155.5,7991912210.62,11934664366.12,8114941371.15
302,1539302400,6296.56,6173.86,6209.47,46195.91,289840137.45,6250.85,direct,,675167997.86,795261203.32,1470429263.69,1353554058.32,1656743411.47,3010297469.79,2751788004.78,5099122198.82,7850910203.6,6026966305.96
303,1539388800,6280.73,6238.92,6252.1,21914.85,137705035.59,6267.27,direct,,546279444.86,548208322.55,1094487767.41,1183814163.96,1204014389.91,2387828553.87,2426552135.02,3347302717.22,5773854852.24,4546967057.7
304,1539475200,6346.56,6247.17,6267.27,34130.1,215422888.18,6277.73,direct,,579504601.24,628851514.01,1208356115.26,1175914627.16,1316950674.34,2492865238.72,2401292870.09,4054951601.85,6456244471.94,4835449280.07
305,1539561600,7234.83,6244.77,6277.73,177320.05,1190524168.21,6612.36,direct,,1051322127.41,2402778481.74,3454100609.16,1956324564.15,3529519930.97,5485844495.12,3978804996.62,11019973368.68,14998778365.3,9767471973.61
306,1539648000,6724.91,6545.54,6612.69,49191.34,324232509.78,6583.05,direct,,697706068.35,1028505647.46,1726211715.81,1349109069.58,1716990640.19,3066099709.77,2747603390.29,5693448287.47,8441051677.76,5645999374.66
307,1539734400,6589.2,6511.6,6583.05,33538.55,220418636.64,6574.52,direct,,832159152.53,883751580.56,1715910733.1,1547877507.31,1604817912.89,3152695420.19,3156854330.05,4827522109.3,7984376505.1,5764987846.99
308,1539820800,6616.27,6445.05,6576.4,50725.31,331761115.45,6488.72,direct,,747296927.97,895539328.17,1642836321.02,1331670596.96,1545791933.12,2877462530.08,2726217020.49,4772526622.99,7498743643.47,5464297757.07
309,1539907200,6503.09,6449.36,6489.37,36599.64,237855085.41,6469.28,direct,,549079428.38,899345396.65,1448424825.03,1040463424.08,1452305357.94,2492768782.03,2185406561.18,4418729203.22,6604135764.4,4691560995.14
310,1539993600,6645.2,6395.45,6469.28,19543.75,127185847.78,6490.56,direct,,559453170.14,740813111.63,1300266281.77,1066469170.95,1210652223.24,2277121459.1,2247395862.6,4048038951.36,6295434813.96,4380998188.8
311,1540080000,6557.39,6474.47,6490.6,16019.49,105283929.06,6509.87,direct,,570711384.38,636182969.73,1206894354.11,1153977964.43,1216716120.47,2370694084.91,2442609465.08,3570284169.58,6012893634.66,4700914289.96
312,1540166400,6531.23,6460.38,6509.87,31239.03,202766914.4,6483.23,direct,,798549228.78,847055329.33,1645604558.1,1347464474.19,1502087499.89,2849551974.09,2816948264.24,4231281096.82,7048229361.06,5092953970.33
313,1540252800,6496.2,6438.99,6484.32,34071.62,220913293.6,6470.22,direct,,800685842.87,1034835016.89,1835520859.76,1335583135.91,1623146305.32,2958729441.23,2776134268.44,4581839383.91,7357973652.34,5218237800.28
314,1540339200,6538.35,6465.73,6470.63,34111.66,222068131.83,6476.25,direct,,738060132.15,978278168.59,1716338300.74,1266043148.7,1502930255.48,2768973404.18,2633340328.99,4353373200.83,6986713529.81,4843159553.92
315,1540425600,6497.9,6432.3,6476.52,35706.92,231214963.95,6462.77,direct,,651332243.32,1020175517.39,1671507825.34,1149953238.46,1672006686.56,2821959989.64,2417835872.5,5342321310.05,7760157247.17,4957812733.89
316,1540512000,6514.0,6441.81,6462.77,33284.54,215447656.36,6457.21,direct,,603481031.64,882589607.56,1486070639.2,1308734020.95,1512527378.3,2821261399.25,2712779496.38,4450409799.9,7163189296.29,4909335143.87
317,1540598400,6479.0,6445.95,6457.21,19092.86,124066466.34,6470.17,direct,,673238852.06,786195338.73,1459434190.8,1191442531.57,1285210046.86,2476652513.72,2472944329.89,3608152608.24,6081096938.13,4410261330.08
318,1540684800,6483.24,6444.74,6470.17,16806.73,109118160.99,6470.74,direct,,736328346.31,617061478.44,1353389824.75,1244542207.13,1098394720.57,2342936863.0,3882330114.98,2967814930.65,6850145045.62,4208355179.21
319,1540771200,6483.39,6282.58,6470.74,53760.53,342463526.52,6313.91,direct,,773835082.61,1208052775.56,1981887795.03,1439539910.45,1869464460.3,3309004370.75,2978154539.67,6047030368.89,9025184845.41,5962422585.83
320,1540857600,6340.68,6286.3,6314.38,42701.22,269592154.08,6309.11,direct,,640742296.84,960032410.81,1600774770.74,1300592490.41,1801182388.07,3101774878.47,2714718677.09,5048475500.68,7763194177.77,5784379050.02
321,1540944000,6391.25,6241.49,6309.11,38823.41,245357244.49,6342.61,direct,,712508701.33,1130109441.88,1842618143.21,1471430846.7,1819435903.66,3290866813.79,3063708139.42,5133139475.03,8196847551.03,6098820494.8
322,1541030400,6402.59,6322.6,6342.81,31397.71,199861220.45,6381.3,direct,,580295895.22,1115176907.91,1695472739.32,1333435363.18,1801958449.62,3135393812.8,2780880691.3,4710939590.57,7491820281.86,6087800019.31
323,1541116800,6420.93,6371.57,6381.3,27987.6,179385606.7,6394.66,direct,,697910186.91,1105028389.99,1802938576.9,1488740922.49,1814691450.41,3303432372.9,3118323272.29,5062650659.39,8180973931.68,6162540876.13
324,1541203200,6398.09,6336.96,6394.65,28808.38,183565304.27,6376.32,direct,,554549379.32,930860656.76,1485410099.85,1149605606.71,1543755595.8,2693361202.5,2437683268.09,4015346284.51,6453029616.36,5823429484.09
325,1541289600,6498.16,6351.92,6376.55,27317.02,175805188.92,6467.05,direct,,906930555.49,1152158245.99,2059088801.49,1726881422.61,1810964907.32,3537846394.6,3576835851.03,5231875138.55,8808710989.57,7485976539.37
326,1541376000,6475.8,6406.69,6467.05,24142.0,155758902.3,6433.74,direct,,787718752.81,1386550877.05,2174269565.52,1519414427.82,2093834948.04,3613249375.86,3163355501.77,5938388149.92,9101743651.68,7557372875.08
327,1541462400,6482.81,6412.56,6433.53,37162.36,239808254.25,6479.72,direct,,1043444668.54,1253150697.97,2296595366.51,1845256107.27,2060182782.31,3905438889.58,3825361991.44,6228407299.66,10053769355.9,8484558457.03
328,1541548800,6562.79,6476.59,6479.72,55100.44,360052788.55,6529.68,direct,,916859532.27,1317640516.7,2234500048.97,1877698875.32,2293505632.88,4171204508.2,3861637603.14,6869270504.29,10730908107.43,8990531993.84
329,1541635200,6542.42,6438.27,6530.94,42073.45,273205386.68,6446.06,direct,,892757651.24,1105848215.23,1998605866.47,1722885834.74,1925461779.04,3648347613.78,3548487766.22,5781455098.85,9329942865.07,8478765008.18
330,1541721600,6457.97,6352.45,6446.06,37086.04,237893036.71,6377.99,direct,,752967768.59,1173510297.56,1926478066.15,1552571272.5,1918063902.84,3470635175.34,3212257442.93,5848744581.14,9061002024.07,7835606076.28
331,1541808000,6419.92,6376.17,6377.99,14658.42,94313328.59,6396.37,direct,,607021909.37,1038620109.34,1645642018.71,1268696514.82,1647576984.6,2916273499.42,2877662643.45,4590020464.31,7467683107.76,8400590665.96
332,1541894400,6414.18,6326.38,6396.39,20337.03,130156001.58,6408.18,direct,,635664541.64,775384589.37,1411049066.94,1327843912.1,1440272866.93,2768116779.03,2745069823.74,4465181310.84,7210251198.66,6532879658.3
333,1541980800,6435.41,6350.87,6408.18,28338.62,181575610.86,6375.08,direct,,809432304.95,534269635.73,1343701940.68,1703334037.4,1207431418.14,2910765519.3,3455266712.17,4034128821.23,7489395533.39,6488790963.19
334,1542067200,6389.43,6315.58,6375.08,35761.27,227689745.72,6339.17,direct,,848654291.82,606111562.02,1454765853.84,1588067695.57,1308170075.32,2896237770.89,3235236233.75,4550577938.88,7785814172.63,6362360395.44
335,1542153600,6375.7,5469.93,6339.17,178422.8,1045469380.16,5741.47,direct,,1397837749.78,2227650112.3,3625487862.08,2282151360.76,3207069049.48,5489220410.24,4615666256.63,10763408472.71,15379074729.34,10617959239.05
336,1542240000,5767.06,5300.75,5740.51,147895.07,820864013.96,5647.5,direct,,1070550773.78,1840878527.4,2911429301.18,2041392167.78,3002395052.02,5043787219.8,4279585027.05,10412593034.4,14692178117.93,19564699478.63
337,1542326400,5676.54,5487.87,5647.5,71050.83,397196182.83,5586.27,direct,,650152168.37,979826283.46,1629978395.96,1455089711.42,1869469723.36,3324559434.78,3063206183.87,5709059566.36,8772265750.24,6736073463.55
338,1542412800,5602.01,5524.7,5586.97,29517.8,164182152.19,5568.94,direct,,536298500.58,585375341.22,1121673841.8,1294093570.38,1270449299.06,2564542869.44,2733708053.8,4122890829.17,6856598938.66,5439247963.57
339,1542499200,5701.35,5567.95,5567.95,41702.04,233409182.46,5615.26,direct,,597825623.66,570928752.87,1168754320.38,1276051269.98,1328180816.96,2604232143.09,2704967717.54,3784097659.19,6489065376.73,5322387017.98
340,1542585600,5615.98,4757.01,5615.26,207964.38,1072037780.45,4809.62,direct,,979895048.94,2155944533.74,3135839582.68,1821341578.96,3238516168.08,5059857747.04,3782110819.28,11328563941.99,15110674809.36,18398354672.59
341,1542672000,4953.56,4168.25,4809.62,315023.21,1433400842.16,4441.81,direct,,1222283284.1,2908922624.56,4131205953.08,2156622903.59,4252948369.68,6409571273.27,4447237181.13,12890177482.28,17337414663.41,11389104748.64
342,1542758400,4689.55,4315.58,4441.81,152286.19,686284917.84,4593.04,direct,,690314850.88,1541354455.72,2231669352.54,1697135904.45,2647033667.93,4344169572.38,3528669625.01,8223149623.3,11751819248.31,8783535226.69
343,1542844800,4640.72,4297.21,4593.04,83715.43,376852837.57,4320.68,direct,,446276729.01,902188488.0,1348465217.01,1258471415.15,1612569158.38,2871040616.74,2648820612.77,5242758090.28,7891578746.25,5453152090.64
344,1542931200,4419.48,4157.19,4320.68,121719.16,521825987.75,4343.42,direct,,573459006.25,1172467963.47,1745926926.28,1324027304.38,2092309936.95,3416337241.34,2800224373.93,6740445824.62,9540670198.55,6309795731.62
345,1543017600,4432.0,3741.2,4343.42,123090.79,503028289.39,3854.11,direct,,552426891.25,1132388315.17,1684815206.42,1091911526.96,1906659512.37,2998571000.8,2324119749.49,5983802618.55,8307922368.04,5577803502.51
346,1543104000,4165.93,3550.04,3854.11,213926.98,819869496.19,4004.15,direct,,824289393.9,2044953400.23,2869242794.13,1586187403.82,3206296925.36,4792484329.18,3308647564.09,8623803963.52,11932451487.57,8552147577.07
347,1543190400,4124.7,3598.81,4004.46,185985.76,715341714.72,3784.59,direct,,745537018.8,1710582187.74,2456119206.53,1288148106.39,2680090410.12,3968238478.66,2712159511.95,8588603709.74,11300763221.69,7534157706.91
348,1543276800,3878.9,3613.11,3784.77,147999.31,555212127.53,3822.99,direct,,644220149.64,1322406686.14,1966626835.78,1340143945.23,2363545561.22,3703689506.45,2819243713.65,7302750887.36,10121994601.02,6656715887.91
349,1543363200,4398.57,3822.94,3822.99,175435.76,726808596.57,4263.55,direct,,858781337.84,1848769973.45,2707551311.28,1801233607.99,3035414511.72,4836648119.71,3753591218.59,9341973466.61,13095564685.2,8409566802.42
350,1543449600,4444.39,4130.68,4263.52,112103.36,479575430.64,4286.69,direct,,739489218.72,1402253202.22,2141742420.94,1586274202.42,2473407098.46,4059681300.88,3328827019.02,8050947200.82,11379774219.85,7084628338.02
351,1543536000,4331.07,3916.3,4286.85,121993.57,497762735.43,4009.67,direct,,610034281.25,1305971973.15,1916006254.4,1381667205.06,2436669843.04,3818337048.1,2906745189.56,7824367590.93,10731112740.39,6718194226.05
352,1543622400,4309.65,3942.62,4009.67,67774.58,280927570.31,4197.46,direct,,477927832.55,895387392.14,1373315224.69,1270284875.23,1856998698.35,3127283573.57,2736780060.13,6037356315.47,8774136417.58,5512870508.45
353,1543708800,4318.79,4077.67,4197.7,62748.83,262154694.41,4143.86,direct,,452302526.19,864852340.39,1317154866.58,1162179640.97,1767843525.06,2930023166.03,2463742239.77,5847255769.46,8310998009.23,4973454183.26
354,1543795200,4159.01,3795.18,4143.86,107400.61,423985399.83,3871.41,direct,,492709124.3,1020897630.68,1513606716.26,1187565509.02,1941388733.16,3128954242.18,2492310894.64,5957881642.48,8450192575.83,5225568049.72
355,1543881600,4082.68,3770.92,3871.41,94655.27,373361232.89,3948.44,direct,,485716241.04,993038543.18,1478754784.21,1158423651.22,1822418789.06,2980842440.28,2425052563.32,5832078127.24,8257130690.57,5001372390.05
